cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1486003944396,0,0,load,/,{},{},20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003945466,398,171,mousemove,//*[@id='platop2'],{},"{""topRight"":352,""topLeft"":278,""bottomRight"":383,""bottomLeft"":316,""middle"":63,""inTarget"":true}",20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003945639,399,170,mousemove,//*[@id='platop2'],{},"{""topRight"":351,""topLeft"":278,""bottomRight"":383,""bottomLeft"":318,""middle"":63,""inTarget"":true}",20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003945799,399,148,mousemove,//*[@id='platop2'],{},"{""topRight"":348,""topLeft"":274,""bottomRight"":393,""bottomLeft"":330,""middle"":82,""inTarget"":true}",20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003945950,476,4,mouseover,//*[@id='searchform']/div/div,{},"{""topRight"":287,""topLeft"":363,""bottomRight"":427,""bottomLeft"":481,""middle"":221,""inTarget"":false}",20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003946728,0,0,blur,/,{},{},20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003963036,0,0,focus,/,{},{},20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003963567,684,23,mouseover,//*[@id='lst-ib'],{},"{""topRight"":102,""topLeft"":562,""bottomRight"":319,""bottomLeft"":638,""middle"":317,""inTarget"":false}",20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003964807,544,221,mouseover,//*[@id='uid_WD69HAAC6R0KFM2HoQbsnA_0']/div/div/div/div[1]/div[4]/div[1]/div[1],{},"{""topRight"":231,""topLeft"":432,""bottomRight"":231,""bottomLeft"":432,""middle"":108,""inTarget"":true}",20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
0,1486003964971,210,229,mouseover,//*[@id='uid_WD69HAAC6R0KFM2HoQbsnA_0']/div/div/div/div[1]/div[1]/div[1],{},"{""topRight"":548,""topLeft"":148,""bottomRight"":545,""bottomLeft"":135,""middle"":226,""inTarget"":true}",20170202035049,"Thu, 02 Feb 2017 03:50:49 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,1093x614,1093x418,1076x2061,5v3hbqg9pvaru0ap193s4ao215-dd-top_left,5v3hbqg9pvaru0ap193s4ao215,0,5
